,Local,Magnitude,Tipo,Significancia,Profundidade,Latitude,Longitude,Timestamp,Year
7224,"Kermadec Islands, New Zealand",4.8,Terremoto,354,135.9,-30.5331,-178.7939,2022-02-13 03:18:14.296,2022
7225,"55 km ENE of Ugashik, Alaska",2.4,Terremoto,89,15.7,57.6168,-156.4975,2022-02-13 03:20:23.894,2022
7226,"218 km W of Bandon, Oregon",3.2,Terremoto,158,10.0,43.4509,-127.0583,2022-02-13 03:42:48.667,2022
7227,"235 km NE of Laikit, Laikit II (Dimembe), Indonesia",4.4,Terremoto,298,81.96,3.2117,126.211,2022-02-13 03:44:11.712,2022
7228,"10 km SSE of Lares, Puerto Rico",2.32,Terremoto,83,31.66,18.2086666666667,-66.8335,2022-02-13 03:45:03.980,2022
7229,"55 km S of Whites City, New Mexico",2.9,Terremoto,129,7.262719727000001,31.67209952,-104.3822299,2022-02-13 04:01:23.810,2022
7230,west of the Galapagos Islands,4.8,Terremoto,354,10.0,1.9519,-97.8908,2022-02-13 04:28:29.966,2022
7231,"127 km NNE of Calama, Chile",4.5,Terremoto,312,125.42,-21.3336,-68.6551,2022-02-13 04:31:19.688,2022
7232,"57 km N of Namuac, Philippines",5.5,Terremoto,469,28.22,19.1297,121.173,2022-02-13 04:36:17.787,2022
7233,west of the Galapagos Islands,4.3,Terremoto,284,10.0,1.5118,-97.3928,2022-02-13 04:36:28.471,2022
7234,"143 km WSW of Nikolski, Alaska",2.5,Terremoto,96,10.0,52.4556,-170.8254,2022-02-13 04:37:36.101,2022
7235,"34 km SSE of False Pass, Alaska",2.2,Terremoto,74,9.1,54.557,-163.2892,2022-02-13 04:37:44.487,2022
7236,"38 km SSE of Champerico, Guatemala",4.8,Terremoto,356,34.92,13.9622,-91.807,2022-02-13 04:43:34.127,2022
7237,"55 km S of Whites City, New Mexico",3.7,Terremoto,211,7.622631836000001,31.67164338,-104.3816876,2022-02-13 05:10:28.356,2022
7238,"56 km S of Whites City, New Mexico",3.5,Terremoto,188,7.185595703,31.66774561,-104.3803075,2022-02-13 05:11:52.128,2022
7239,"14 km S of Fern Forest, Hawaii",2.48,Terremoto,95,4.69,19.3318333333333,-155.139333333333,2022-02-13 05:21:29.710,2022
7240,"5 km SSW of Indios, Puerto Rico",2.41,Terremoto,89,11.28,17.9441666666667,-66.8385,2022-02-13 05:31:42.880,2022
7241,"49 km S of King Cove, Alaska",2.8,Terremoto,121,55.88,54.6196,-162.2353,2022-02-13 05:38:05.231,2022
7242,"139 km WSW of Nikolski, Alaska",2.9,Terremoto,129,10.0,52.3532,-170.6792,2022-02-13 05:39:38.880,2022
7243,"35 km E of Port Alsworth, Alaska",2.4,Terremoto,89,186.4,60.2588,-153.6808,2022-02-13 05:44:56.880,2022
7244,"9 km E of P?hala, Hawaii",2.20000005,Terremoto,74,32.0299987792969,19.1965007781982,-155.392837524414,2022-02-13 05:55:54.620,2022
7245,"208 km NE of Laikit, Laikit II (Dimembe), Indonesia",4.3,Terremoto,284,62.85,2.7353,126.3761,2022-02-13 06:09:07.967,2022
7246,Kermadec Islands region,4.3,Terremoto,284,27.57,-28.8788,-177.1722,2022-02-13 06:31:25.509,2022
7247,"189 km W of Adak, Alaska",3.5,Terremoto,188,185.53,52.0951,-179.3719,2022-02-13 06:37:15.859,2022
7248,"62 km SSW of Kushiro, Japan",4.9,Terremoto,369,45.77,42.4366,144.1559,2022-02-13 06:50:33.361,2022
7249,South Sandwich Islands region,5.3,Terremoto,432,98.25,-56.1207,-27.8924,2022-02-13 06:54:10.398,2022
7250,"262 km WNW of Haveluloto, Tonga",4.1,Terremoto,259,548.19,-19.9471,-177.3761,2022-02-13 07:05:48.677,2022
7251,"114 km SE of Kuril’sk, Russia",4.7,Terremoto,340,35.0,44.6272,149.0614,2022-02-13 07:06:05.599,2022
7252,"5 km SW of Waikoloa, Hawaii",2.09,Terremoto,67,39.46,19.902,-155.828833333333,2022-02-13 07:34:58.690,2022
7253,Kermadec Islands region,4.2,Terremoto,271,462.21,-29.2726,179.6938,2022-02-13 07:40:22.952,2022
7254,"120 km S of Unalaska, Alaska",3.4,Terremoto,178,10.0,52.7997,-166.7428,2022-02-13 07:40:46.485,2022
7255,"9 km E of P?hala, Hawaii",3.34,Terremoto,174,31.82,19.201,-155.387,2022-02-13 07:43:02.520,2022
7256,"154 km WSW of Adak, Alaska",2.5,Terremoto,96,73.65,51.4845,-178.7748,2022-02-13 07:46:47.819,2022
7257,"75 km NNE of Maumere, Indonesia",4.5,Terremoto,312,10.0,-7.9474,122.3456,2022-02-13 07:59:29.056,2022
7258,"125 km W of Ternate, Indonesia",5.7,Terremoto,500,38.1,0.9313,126.2631,2022-02-13 08:21:47.647,2022
7259,"0 km ESE of Lluveras, Puerto Rico",2.42,Terremoto,90,17.66,18.0373333333333,-66.8996666666667,2022-02-13 08:23:08.490,2022
7260,"8 km ENE of P?hala, Hawaii",2.11999989,Terremoto,69,30.2000007629395,19.2350006103516,-155.401000976562,2022-02-13 08:35:57.390,2022
7261,"7 km SSE of Guánica, Puerto Rico",2.21,Terremoto,75,13.81,17.903,-66.8876666666667,2022-02-13 09:13:06.360,2022
7262,"72 km ESE of Sand Point, Alaska",2.1,Terremoto,68,4.8,55.0742,-159.4623,2022-02-13 09:51:12.517,2022
7263,"124 km S of Unalaska, Alaska",2.1,Terremoto,68,1.6,52.7572,-166.6721,2022-02-13 09:54:33.153,2022
7264,"112 km SSE of Sand Point, Alaska",3.0,Terremoto,138,25.91,54.4393,-159.689,2022-02-13 09:55:57.388,2022
7265,Reykjanes Ridge,4.8,Terremoto,354,10.0,57.4802,-33.2349,2022-02-13 10:00:29.355,2022
7266,Reykjanes Ridge,4.9,Terremoto,369,10.0,57.4894,-33.0851,2022-02-13 10:02:25.568,2022
7267,"137 km WSW of Adak, Alaska",2.0,Terremoto,62,41.7,51.3724,-178.4411,2022-02-13 10:04:19.238,2022
7268,"120 km E of McCarthy, Alaska",2.6,Terremoto,104,5.94,61.4968,-140.6683,2022-02-13 10:09:41.571,2022
7269,"8 km WNW of Culaman, Philippines",4.5,Terremoto,312,84.83,5.9977,125.5927,2022-02-13 10:12:18.645,2022
7270,"161 km SSE of Atka, Alaska",3.8,Terremoto,222,10.0,50.8395,-173.3694,2022-02-13 10:14:16.202,2022
7271,"77 km SSW of Merizo Village, Guam",4.3,Terremoto,284,42.27,12.6384,144.3447,2022-02-13 10:19:10.651,2022
7272,"108 km SSE of Sand Point, Alaska",2.7,Terremoto,112,28.78,54.4797,-159.6852,2022-02-13 10:41:01.908,2022
7273,"80 km NNW of Wanaka, New Zealand",4.7,Terremoto,340,10.0,-44.0617,168.6747,2022-02-13 10:45:49.724,2022
7274,"55 km S of Whites City, New Mexico",4.2,Terremoto,273,7.416967772999999,31.67437675,-104.38548,2022-02-13 11:02:15.597,2022
7275,"55 km S of Whites City, New Mexico",3.0,Terremoto,138,6.260107422,31.67881614,-104.3739447,2022-02-13 11:03:32.274,2022
7276,"55 km S of Whites City, New Mexico",3.0,Terremoto,138,7.288427734,31.67236859,-104.3760417,2022-02-13 11:05:37.351,2022
7277,"55 km S of Whites City, New Mexico",2.1,Terremoto,68,7.648339844,31.67098648,-104.3765679,2022-02-13 11:15:25.205,2022
7278,"55 km S of Whites City, New Mexico",2.8,Terremoto,121,6.157275391,31.67790378,-104.37286,2022-02-13 11:15:58.486,2022
7279,"56 km S of Whites City, New Mexico",2.2,Terremoto,74,6.568603515999999,31.66321113,-104.3705788,2022-02-13 11:18:12.939,2022
7280,"119 km E of Chignik, Alaska",2.0,Terremoto,62,21.7,56.3668,-156.4734,2022-02-13 11:28:16.173,2022
7281,Reykjanes Ridge,4.4,Terremoto,298,10.0,57.5633,-33.0338,2022-02-13 11:39:47.048,2022
7282,"15 km S of Fern Forest, Hawaii",2.21,Terremoto,75,5.59,19.3253333333333,-155.116,2022-02-13 11:46:06.290,2022
7283,"75 km SSE of Kushiro, Japan",4.3,Terremoto,284,42.03,42.3201,144.6007,2022-02-13 11:53:09.447,2022
7284,"66 km N of Brenas, Puerto Rico",3.5,Terremoto,188,31.0,19.0651,-66.4063,2022-02-13 12:10:42.060,2022
7285,"126 km S of Unalaska, Alaska",2.0,Terremoto,62,3.2,52.7441,-166.7034,2022-02-13 12:14:48.382,2022
7286,"86 km WSW of Elfin Cove, Alaska",2.4,Terremoto,89,13.6,57.9588,-137.7382,2022-02-13 12:28:28.360,2022
7287,"69 km N of Brenas, Puerto Rico",3.47,Terremoto,185,21.0,19.0966,-66.402,2022-02-13 12:28:32.360,2022
7288,"68 km N of Brenas, Puerto Rico",3.26,Terremoto,164,35.81,19.0836666666667,-66.3705,2022-02-13 12:31:33.710,2022
7289,"55 km S of Whites City, New Mexico",2.6,Terremoto,104,5.488867188,31.67184397,-104.386265,2022-02-13 12:59:18.729,2022
7290,"31 km N of False Pass, Alaska",2.7,Terremoto,112,181.07,55.1329,-163.477,2022-02-13 13:05:50.909,2022
7291,"Hokkaido, Japan region",4.3,Terremoto,284,10.0,42.0719,145.4294,2022-02-13 13:14:37.946,2022
7292,"69 km N of Brenas, Puerto Rico",3.48,Terremoto,186,23.0,19.0938,-66.3516,2022-02-13 13:35:47.420,2022
7293,Fiji region,4.0,Terremoto,246,542.68,-20.3678,-178.0973,2022-02-13 13:38:35.865,2022
7294,"54 km S of Whites City, New Mexico",2.2,Terremoto,74,6.74855957,31.68630482,-104.3888161,2022-02-13 13:47:26.682,2022
7295,"57 km S of Whites City, New Mexico",2.1,Terremoto,68,7.494091797,31.65758702,-104.3877533,2022-02-13 13:48:27.297,2022
7296,"121 km E of McCarthy, Alaska",3.3,Terremoto,168,10.0,61.4883,-140.6505,2022-02-13 13:54:51.966,2022
7297,"9 km SE of La Parguera, Puerto Rico",2.14,Terremoto,70,14.03,17.9091666666667,-66.9823333333333,2022-02-13 14:12:55.050,2022
7298,"123 km S of Unalaska, Alaska",2.5,Terremoto,96,4.9,52.7687,-166.714,2022-02-13 14:14:04.732,2022
7299,"15 km NNE of P?hala, Hawaii",2.09,Terremoto,67,7.92,19.3415,-155.439333333333,2022-02-13 14:20:41.780,2022
7300,"76 km NNW of Wanaka, New Zealand",4.3,Terremoto,285,3.81,-44.0811,168.7282,2022-02-13 14:31:18.476,2022
7301,"56 km S of Whites City, New Mexico",2.7,Terremoto,112,5.128955078,31.66401406,-104.388887,2022-02-13 14:31:50.560,2022
7302,"21 km NNE of Sterling, Alaska",2.0,Terremoto,62,42.1,60.7151,-150.6331,2022-02-13 14:32:58.464,2022
7303,Vanuatu region,5.4,Terremoto,449,10.0,-21.0579,173.5367,2022-02-13 14:48:02.050,2022
7304,"176 km SSE of Hirara, Japan",4.1,Terremoto,259,10.0,23.4406,126.2107,2022-02-13 15:00:15.296,2022
7305,"55 km S of Whites City, New Mexico",2.5,Terremoto,96,7.468383789,31.67114254,-104.3881429,2022-02-13 15:14:33.413,2022
7306,Reykjanes Ridge,4.1,Terremoto,259,10.0,57.3807,-33.2251,2022-02-13 15:19:25.802,2022
7307,"31 km S of Magrath, Canada",2.32,Terremoto,83,18.94,49.133,-112.8263333,2022-02-13 15:33:43.600,2022
7308,"56 km S of Whites City, New Mexico",3.5,Terremoto,188,7.596923828000001,31.6695081,-104.3921656,2022-02-13 15:34:53.483,2022
7309,South Sandwich Islands region,4.7,Terremoto,340,35.0,-56.2952,-26.3091,2022-02-13 15:38:10.270,2022
7310,"5 km SSW of Indios, Puerto Rico",2.93,Terremoto,132,15.61,17.946,-66.8406666666667,2022-02-13 16:03:51.540,2022
7311,"79 km E of Tadine, New Caledonia",4.3,Terremoto,284,10.0,-21.4266,168.635,2022-02-13 16:10:37.938,2022
7312,"189 km NW of Sabang, Indonesia",4.5,Terremoto,312,10.0,7.259,94.292,2022-02-13 16:14:36.350,2022
7313,"12 km SSW of Fort Portal, Uganda",4.7,Terremoto,343,10.0,0.5647,30.2209,2022-02-13 16:28:35.445,2022
7314,"115 km W of Neiafu, Tonga",4.8,Terremoto,354,225.47,-18.4878,-175.0677,2022-02-13 16:32:40.086,2022
7315,"59 km S of Whites City, New Mexico",2.4,Terremoto,89,6.825683594,31.64191585,-104.3203467,2022-02-13 16:45:20.207,2022
7316,"53 km S of Whites City, New Mexico",2.4,Terremoto,89,3.380810547,31.69797343,-104.3967277,2022-02-13 16:54:58.469,2022
7317,"45km W of Petrolia, CA",2.41,Terremoto,89,13.25,40.3683333,-124.8078333,2022-02-13 16:57:15.670,2022
7318,"227 km SE of Chiniak, Alaska",3.3,Terremoto,168,10.0,56.4518,-149.1999,2022-02-13 17:53:34.841,2022
7319,"219 km SE of Chiniak, Alaska",2.8,Terremoto,121,10.0,56.4891,-149.3086,2022-02-13 18:00:16.040,2022
7320,"55 km NNW of Lavrentiya, Russia",2.4,Terremoto,89,2.9,66.0592,-171.4245,2022-02-13 18:17:53.398,2022
7321,"39 km SE of Alo, Wallis and Futuna",4.7,Terremoto,340,10.0,-14.5291,-177.8241,2022-02-13 18:18:55.080,2022
7322,"18 km WSW of Metsavan, Armenia",5.3,Terremoto,508,10.0,41.1598,44.01,2022-02-13 18:25:56.058,2022
7323,"130 km SSE of San Jose Village, Northern Mariana Islands",4.6,Terremoto,326,10.0,13.9784,146.2794,2022-02-13 18:26:05.859,2022
7324,"206 km SE of Perryville, Alaska",3.0,Terremoto,138,11.9,54.6919,-156.6932,2022-02-13 18:33:37.615,2022
7325,"28 km SW of Esperanza, Puerto Rico",3.03,Terremoto,141,107.58,17.8873333333333,-65.6276666666667,2022-02-13 18:42:37.290,2022
7326,"142 km SE of Perryville, Alaska",2.0,Terremoto,62,22.1,54.9549,-157.648,2022-02-13 18:59:11.726,2022
7327,"12 km ENE of Wright, Wyoming",3.2,mining explosion,158,0.0,43.7876,-105.3445,2022-02-13 19:06:12.465,2022
7328,"184 km S of Merizo Village, Guam",4.2,Terremoto,271,10.0,11.6039,144.5117,2022-02-13 19:08:59.006,2022
7329,"5 km ENE of P?hala, Hawaii",2.43,Terremoto,91,32.7000007629395,19.2124996185303,-155.430999755859,2022-02-13 19:19:17.720,2022
7330,"66 km SE of Denali National Park, Alaska",2.0,Terremoto,62,117.8,63.136,-150.7413,2022-02-13 19:24:20.773,2022
7331,"43 km ESE of Koseda, Japan",4.5,Terremoto,312,30.64,30.1817,131.0326,2022-02-13 19:24:58.672,2022
7332,south of the Kermadec Islands,4.6,Terremoto,326,10.0,-33.9132,-178.4446,2022-02-13 19:50:27.856,2022
7333,"55 km NNE of Kobuk, Alaska",2.1,Terremoto,68,12.1,67.3388,-156.232,2022-02-13 20:10:43.577,2022
7334,"26 km SSE of Wright, Wyoming",2.9,mining explosion,129,0.0,43.5188,-105.4171,2022-02-13 20:16:45.164,2022
7335,"56 km S of Whites City, New Mexico",2.8,Terremoto,121,7.699755859,31.66857506,-104.3943105,2022-02-13 20:17:58.587,2022
7336,"55 km NE of Kobuk, Alaska",2.3,Terremoto,81,7.1,67.3092,-156.132,2022-02-13 20:20:58.393,2022
7337,"298 km NE of Fais, Micronesia",4.6,Terremoto,326,10.0,11.8053,142.3083,2022-02-13 20:24:36.401,2022
7338,"61 km SE of Amahai, Indonesia",4.2,Terremoto,271,38.78,-3.674,129.3634,2022-02-13 20:28:07.863,2022
7339,"168 km SSW of Merizo Village, Guam",6.0,Terremoto,555,15.0,11.7884,144.2842,2022-02-13 20:29:46.350,2022
7340,"176 km N of Lospalos, Timor Leste",4.3,Terremoto,284,395.56,-6.9264,127.0949,2022-02-13 20:31:51.119,2022
7341,"171 km S of Merizo Village, Guam",4.6,Terremoto,326,10.0,11.7365,144.4353,2022-02-13 20:41:26.122,2022
7342,"187 km S of Merizo Village, Guam",4.2,Terremoto,271,10.0,11.574,144.6728,2022-02-13 20:42:38.940,2022
7343,"171 km S of Merizo Village, Guam",5.3,Terremoto,433,10.0,11.7324,144.4544,2022-02-13 20:49:42.415,2022
7344,"87 km SSW of Fort McPherson, Canada",3.8,Terremoto,222,22.01,66.7313,-135.7731,2022-02-13 20:52:16.636,2022
7345,"156 km SSW of Merizo Village, Guam",4.5,Terremoto,312,10.0,11.8862,144.3352,2022-02-13 20:55:43.562,2022
7346,"27 km SE of P?hala, Hawaii",3.32,Terremoto,170,6.69,19.0186666666667,-155.308833333333,2022-02-13 20:57:42.020,2022
7347,"3 km SW of Indios, Puerto Rico",2.46,Terremoto,93,15.19,17.9721666666667,-66.8418333333333,2022-02-13 20:58:49.230,2022
7348,"157 km S of Merizo Village, Guam",4.5,Terremoto,312,10.0,11.8647,144.4233,2022-02-13 21:03:42.163,2022
7349,"162 km S of Merizo Village, Guam",4.2,Terremoto,271,10.0,11.8114,144.4347,2022-02-13 21:05:42.571,2022
7350,"168 km S of Merizo Village, Guam",4.5,Terremoto,312,10.0,11.7544,144.4442,2022-02-13 21:09:20.182,2022
7351,"122 km SW of Hydaburg, Alaska",3.2,Terremoto,158,14.49,54.385,-134.0956,2022-02-13 21:10:51.084,2022
7352,"170 km S of Merizo Village, Guam",4.5,Terremoto,312,10.0,11.7455,144.4122,2022-02-13 21:15:33.132,2022
7353,"4 km SSE of Maria Antonia, Puerto Rico",2.57,Terremoto,102,13.04,17.9366666666667,-66.8746666666667,2022-02-13 21:18:15.210,2022
7354,"167 km SSW of Merizo Village, Guam",4.7,Terremoto,340,10.0,11.7877,144.348,2022-02-13 21:20:08.034,2022
7355,"119 km ESE of Akutan, Alaska",2.0,Terremoto,62,41.5,53.816,-164.0399,2022-02-13 21:20:44.667,2022
7356,"152 km SSW of Merizo Village, Guam",4.4,Terremoto,298,10.0,11.9498,144.2396,2022-02-13 21:24:46.329,2022
7357,"5km WNW of Walker, CA",2.24,Terremoto,77,4.38,38.5396667,-119.5311667,2022-02-13 21:34:47.480,2022
7358,"170 km SSW of Merizo Village, Guam",4.8,Terremoto,354,10.0,11.7939,144.2163,2022-02-13 21:37:47.317,2022
7359,"197 km SE of Perryville, Alaska",2.6,Terremoto,104,33.0,54.7264,-156.839,2022-02-13 21:52:01.527,2022
7360,"178 km S of Merizo Village, Guam",4.4,Terremoto,298,10.0,11.6552,144.6302,2022-02-13 22:08:54.582,2022
7361,"171 km S of Merizo Village, Guam",4.0,Terremoto,246,10.0,11.7129,144.62,2022-02-13 22:09:07.503,2022
7362,"163 km SSW of Merizo Village, Guam",4.7,Terremoto,340,10.0,11.8182,144.3455,2022-02-13 22:09:18.578,2022
7363,"165 km S of Merizo Village, Guam",4.3,Terremoto,284,10.0,11.7717,144.5524,2022-02-13 22:12:52.343,2022
7364,"170 km S of Merizo Village, Guam",4.7,Terremoto,340,10.0,11.7291,144.7592,2022-02-13 22:25:13.194,2022
7365,"202 km SE of Perryville, Alaska",3.9,Terremoto,234,19.6,54.7113,-156.7557,2022-02-13 22:25:41.059,2022
7366,"200 km SE of Perryville, Alaska",3.7,Terremoto,211,33.4,54.6899,-156.8239,2022-02-13 22:28:02.037,2022
7367,"205 km SE of Perryville, Alaska",3.7,Terremoto,211,40.1,54.6805,-156.7312,2022-02-13 22:28:48.206,2022
7368,"203 km SE of Perryville, Alaska",4.0,Terremoto,246,19.7,54.7005,-156.7352,2022-02-13 22:31:49.945,2022
7369,south of the Fiji Islands,4.1,Terremoto,259,448.51,-24.4272,179.9684,2022-02-13 22:38:06.627,2022
7370,south of the Fiji Islands,4.4,Terremoto,298,510.63,-24.8827,179.641,2022-02-13 22:38:44.822,2022
7371,"200 km SE of Perryville, Alaska",2.3,Terremoto,81,36.8,54.7143,-156.7747,2022-02-13 22:42:25.808,2022
7372,"205 km SE of Perryville, Alaska",3.0,Terremoto,138,35.1,54.6585,-156.7667,2022-02-13 22:55:52.810,2022
7373,"205 km SE of Perryville, Alaska",2.3,Terremoto,81,32.8,54.6643,-156.7652,2022-02-13 23:00:50.955,2022
7374,"164 km S of Merizo Village, Guam",4.6,Terremoto,326,10.0,11.7813,144.6235,2022-02-13 23:13:31.638,2022
7375,"158 km WNW of Hihifo, Tonga",4.1,Terremoto,259,287.21,-15.5225,-175.2057,2022-02-13 23:41:34.401,2022
7376,"57 km SSW of Whites City, New Mexico",2.9,Terremoto,130,5.231787109,31.70722294,-104.6369925,2022-02-13 23:44:17.340,2022
7377,"9 km E of P?hala, Hawaii",2.0,Terremoto,62,32.4099998474121,19.203332901001,-155.383834838867,2022-02-14 00:41:48.940,2022
7378,"183 km S of Merizo Village, Guam",4.4,Terremoto,298,10.0,11.6129,144.5643,2022-02-14 00:51:06.349,2022
7379,Vanuatu region,4.6,Terremoto,326,10.0,-20.8444,173.5713,2022-02-14 00:57:41.754,2022
7380,"220 km ESE of Labasa, Fiji",4.2,Terremoto,271,483.81,-17.0716,-178.6722,2022-02-14 01:49:39.653,2022
7381,"34 km ENE of Pedro Bay, Alaska",2.1,Terremoto,68,130.0,59.864,-153.5017,2022-02-14 02:03:02.082,2022
7382,"164 km S of Merizo Village, Guam",4.6,Terremoto,326,10.0,11.7953,144.4198,2022-02-14 02:05:53.080,2022
7383,"4 km SW of Indios, Puerto Rico",2.17,Terremoto,72,15.72,17.9663333333333,-66.8451666666667,2022-02-14 02:16:13.950,2022
7384,"77 km S of Hirara, Japan",4.4,Terremoto,298,10.0,24.1092,125.3777,2022-02-14 02:48:15.977,2022
7385,"17km NW of Parkfield, CA",2.01,Terremoto,62,4.15,36.0026667,-120.5645,2022-02-14 02:49:29.620,2022
7386,"32 km ESE of Pedro Bay, Alaska",2.8,Terremoto,121,127.0,59.6863,-153.5621,2022-02-14 02:53:49.355,2022
7387,"8 km E of P?hala, Hawaii",2.27,Terremoto,79,32.8600006103516,19.1940002441406,-155.394332885742,2022-02-14 03:02:43.380,2022
7388,"53 km E of Pedro Bay, Alaska",3.1,Terremoto,148,104.6,59.7351,-153.162,2022-02-14 03:04:14.420,2022
7389,"206 km SE of Perryville, Alaska",2.5,Terremoto,96,33.0,54.6693,-156.731,2022-02-14 03:13:22.238,2022
7390,"0 km WSW of P?hala, Hawaii",2.19000006,Terremoto,74,35.9500007629395,19.2024993896484,-155.47966003418,2022-02-14 03:35:01.520,2022
7391,"2 km SSE of Yauco, Puerto Rico",2.47,Terremoto,94,12.62,18.0151666666667,-66.8433333333333,2022-02-14 03:35:57.280,2022
7392,"83 km S of Unalaska, Alaska",4.0,Terremoto,246,24.59,53.1369,-166.7334,2022-02-14 03:35:59.103,2022
7393,"53 km WNW of Sitka, Alaska",2.1,Terremoto,68,0.7,57.2375,-136.1487,2022-02-14 03:40:17.989,2022
7394,Fiji region,4.2,Terremoto,271,632.77,-18.4813,-177.6542,2022-02-14 03:43:10.621,2022
7395,"24 km SSE of Atka, Alaska",2.3,Terremoto,81,84.5,52.0057,-174.0122,2022-02-14 03:43:44.398,2022
7396,"5 km NE of P?hala, Hawaii",2.14,Terremoto,70,33.4199981689453,19.2393341064453,-155.4375,2022-02-14 04:03:12.670,2022
7397,"41 km SSW of Rumonge, Burundi",4.7,Terremoto,341,10.0,-4.3271,29.3112,2022-02-14 04:04:51.026,2022
7398,"1 km ESE of P?hala, Hawaii",2.25,Terremoto,78,36.4300003051758,19.1981658935547,-155.462005615234,2022-02-14 04:32:40.990,2022
7399,"173 km NNW of Pante Makasar, Timor Leste",4.1,Terremoto,259,238.99,-7.8421,123.5939,2022-02-14 05:22:17.699,2022
7400,"12 km SSW of Fort Portal, Uganda",4.9,Terremoto,374,10.0,0.5587,30.2271,2022-02-14 05:28:00.633,2022
7401,"124 km WNW of Ternate, Indonesia",4.5,Terremoto,312,10.0,1.3673,126.4272,2022-02-14 06:16:57.875,2022
7402,"176 km SE of Perryville, Alaska",2.9,Terremoto,129,42.7,54.8406,-157.0919,2022-02-14 06:28:54.850,2022
7403,"162 km S of Merizo Village, Guam",4.6,Terremoto,326,10.0,11.8202,144.4084,2022-02-14 06:29:23.390,2022
7404,"202 km SE of Perryville, Alaska",3.5,Terremoto,188,10.0,54.6897,-156.7818,2022-02-14 06:33:10.867,2022
7405,"204 km SE of Perryville, Alaska",3.2,Terremoto,158,24.9,54.6352,-156.837,2022-02-14 06:41:27.169,2022
7406,"203 km SE of Perryville, Alaska",3.7,Terremoto,211,33.9,54.6688,-156.7886,2022-02-14 06:48:37.493,2022
7407,"9 km SSW of Soldotna, Alaska",3.3,Terremoto,170,55.0,60.4004,-151.0969,2022-02-14 06:49:23.147,2022
7408,"166 km NE of Opotiki, New Zealand",4.2,Terremoto,271,173.84,-36.91,178.5749,2022-02-14 07:23:34.282,2022
7409,"269 km SW of Abepura, Indonesia",4.5,Terremoto,312,10.0,-4.5205,139.1393,2022-02-14 07:37:05.345,2022
7410,"5 km WSW of Liborio Negron Torres, Puerto Rico",2.21,Terremoto,75,14.79,18.0163333333333,-66.99,2022-02-14 07:55:43.790,2022
7411,Alaska Peninsula,2.7,Terremoto,112,44.7,56.311,-156.5249,2022-02-14 07:56:24.154,2022
7412,"Bonin Islands, Japan region",4.4,Terremoto,298,58.28,27.2788,141.3203,2022-02-14 08:18:34.219,2022
7413,"1 km ESE of Magas Arriba, Puerto Rico",2.18,Terremoto,73,9.84,18.012,-66.754,2022-02-14 08:28:33.970,2022
7414,"41km ENE of Maneadero, B.C., MX",2.73,Terremoto,115,15.46,31.8545,-116.1685,2022-02-14 08:44:24.980,2022
7415,"97 km SSE of Sand Point, Alaska",3.2,Terremoto,158,25.04,54.5931,-159.7018,2022-02-14 08:52:44.869,2022
7416,"40km ENE of Maneadero, B.C., MX",2.93,Terremoto,132,16.42,31.8526667,-116.177,2022-02-14 08:53:01.010,2022
7417,"40km ENE of Maneadero, B.C., MX",3.03,Terremoto,141,15.3,31.8561667,-116.1773333,2022-02-14 08:53:08.470,2022
7418,"6 km ENE of P?hala, Hawaii",2.06,Terremoto,65,35.0499992370605,19.2259998321533,-155.42317199707,2022-02-14 08:57:56.910,2022
7419,"40km ENE of Maneadero, B.C., MX",3.36,Terremoto,175,15.44,31.8636667,-116.1843333,2022-02-14 09:13:22.190,2022
7420,"43 km ENE of Lata, Solomon Islands",4.1,Terremoto,259,174.22,-10.5498,166.1487,2022-02-14 09:17:38.513,2022
7421,"6 km ENE of P?hala, Hawaii",2.33,Terremoto,84,34.1699981689453,19.2180004119873,-155.419662475586,2022-02-14 09:20:04.990,2022
7422,"5 km WSW of Fuig, Puerto Rico",2.09,Terremoto,67,8.38,17.968,-66.9595,2022-02-14 09:24:42.890,2022
7423,"35 km SE of Adak, Alaska",3.3,Terremoto,168,52.53,51.6212,-176.3274,2022-02-14 09:43:42.877,2022
7424,"56 km E of Pedro Bay, Alaska",2.0,Terremoto,62,99.8,59.802,-153.0957,2022-02-14 10:10:54.950,2022
7425,"18 km WSW of Stella, Puerto Rico",2.94,Terremoto,133,83.74,18.2378333333333,-67.4006666666667,2022-02-14 10:41:43.290,2022
7426,"5 km WSW of Guánica, Puerto Rico",2.09,Terremoto,67,9.89,17.9476666666667,-66.9561666666667,2022-02-14 10:43:43.710,2022
7427,"14km ENE of Ridgecrest, CA",2.63,Terremoto,107,9.5,35.6595,-117.5335,2022-02-14 11:09:59.050,2022
7428,"76 km SW of Acajutla, El Salvador",4.3,Terremoto,284,54.15,13.1617,-90.3791,2022-02-14 11:40:35.488,2022
7429,"29km ESE of Bodie, CA",2.32,Terremoto,83,4.76,38.073,-118.734,2022-02-14 11:49:55.530,2022
7430,"61 km NW of Rincón, Puerto Rico",3.12,Terremoto,150,60.16,18.7373333333333,-67.6571666666667,2022-02-14 12:11:38.570,2022
7431,"50 km NNW of Aleneva, Alaska",2.3,Terremoto,81,59.4,58.4976,-153.122,2022-02-14 12:13:54.978,2022
7432,"42 km WNW of Tobelo, Indonesia",4.4,Terremoto,298,130.86,1.9286,127.679,2022-02-14 12:15:18.762,2022
